Attraction,Noel,Harsh,Vikranth,Muthuraj,Armaan
Bastar Palace,3.5651794081859114,4.9,4.9,4.238314444312768,4.9
Mahant Ghasidas Memorial Museum,1.7927189095733718,2.693149727308291,1.0000093217178263,3.207483056973071,1.3738950546358104
Dandak Caves,3.4281154580535627,4.345424742317622,2.8002438289691662,4.396937861690388,4.7
Sirpur,4.856466543667978,5.325486277160328,4.6,4.6,4.6
Sitanadi Wildlife Sanctuary,4.8,4.633466002803898,4.8,3.5189920038860967,3.1452009320058076
Gadiya Mountain,1.7955963566128998,2.6917680990925557,0.9818921024923349,3.2102808480426184,1.3739510158325152
Dongargarh,4.8,4.925972788411682,4.8,3.8418884459794365,3.7988662352029
Raipur,4.374978689961747,4.54504778855152,2.5489985405737476,4.31448594310588,4.7
Dhamtari,2.903967431362628,3.9917815952688698,1.7219573904535381,4.6,3.4409652126481376
Bilaspur,2.725098009392595,3.97848915295273,1.077135797122944,4.8,3.75561803350746
Tirathgarh Falls,3.44281373900262,4.311789071998136,1.076888581203004,4.7,4.7
Maitri Bagh,1.8063243827323368,2.7012875269381103,0.9954986017713842,3.2151078460009024,1.3832945919963644
Indravati National Park,3.5180427216470775,4.589738342275217,3.2943588434760978,4.445721083968261,4.7
Kailash Caves,1.806425018119591,2.696421636437243,0.993426133245221,3.209516247593996,1.3808743128109058
Narayanpur,2.7963113358765175,3.889024076950096,1.2730097325186547,4.6,3.3556721830987426
Kawardha,1.7829999492643125,2.685619993307467,0.9890279925736236,3.201320799714381,1.3602353800487443
Amritdhara Waterfall,3.4111339619588428,4.945522178624631,4.8,4.8,4.8
Ratanpur,1.8406620120321566,3.869033541624902,1.2827112466188635,4.7,4.7
Mainpat,3.0913111512708538,4.027387563053588,1.584541924974703,4.6,3.4689544325662496
Sarguja,1.7973914547910137,2.6910776736630857,0.9917627549175706,3.205673966355435,1.3690917061683505
Khutaghat Dam,2.9647778565322658,4.093057151893747,1.7724596081443207,4.7,3.5882413583860444
Kunkuri,3.873708592725196,4.6,2.4699958461878695,4.6,3.9116986508566383
Chaiturgarh,4.8,4.5664517415538555,2.287989141708499,4.8,4.41367389802575
Rudra Shiva Statue,1.814994524503577,2.710034154687718,1.005316167136719,3.2194620293530316,1.3945672802799445
Rajpuri Waterfall,3.4696938702191558,4.0178510257926705,4.6,3.560667124798468,2.7520341011146936
Mahabodhi Temple,3.402709211269732,4.390378504448392,2.4738533430835163,4.9,4.429652100548852
Nalanda University,1.7999940103579108,2.6951809312052677,0.9929211591656686,3.2081283064722412,1.3742339768068026
Vikramshila Ruins,4.7,4.7,4.7,3.6857329567216754,3.414057821035321
Bodh Gaya,1.8053766571158862,2.6958861838364134,0.985516338721204,3.2103032340501527,1.3822768735905542
Rajgir,2.7697567255681,3.868058373465456,4.7,3.503328370229856,2.2213234158351605
Vaishali,2.59501907248198,4.9,4.9,4.478322964052512,3.1129737153252695
Patna Sahib,4.8,4.6364481152720725,2.1038703045421654,4.8,4.8
Bihar Museum,1.7946512768897502,2.6985831586776228,1.0004275670204028,3.2108679775504676,1.3712631823946237
Navlakha Palace,1.7982016614278378,2.693899781949271,0.9866438805785362,3.2103678384680063,1.3778887750451532
Jal Mandir,2.5853432144504116,3.928421316365804,1.0929879692469138,4.8,3.863022916047009
Sanjay Gandhi Jaivik Udyan,4.7,5.343484726260053,4.7,4.7,3.0083340459642907
Sher Shah Suri Tomb,2.3494527378604895,4.084432941856493,4.8,3.3472991468723765,2.0170478838177877
Barabar Caves,1.812879140336051,2.7047640515884743,0.9971110016079107,3.2147853080313977,1.381291798370509
Kesaria Stupa,4.6,3.681895494579925,-1.00337313206172,5.014249599093761,4.6
Kanwar Lake Bird Sanctuary,2.570522186194279,3.906744276115437,1.0605452608136707,4.8,3.424164737606345
Patna Planetarium,2.6962044510248835,3.9958367698714143,1.7242159092912006,4.6205995840599146,4.7
Munger Fort,3.392102040524855,4.118435089334416,1.6737145134449294,4.685879706597491,4.8
Takht Sri Patna Sahib,4.7,4.720358047668766,2.6983465706300933,4.499572615831315,4.7
Maner Sharif,2.595928521614425,3.916578319284724,0.8767145951967759,4.8,3.7951905724886483
Patan Devi,1.8088609650699572,2.7029475910844636,0.9993245017081521,3.215103059707402,1.384770581373094
Golghar,2.3799063538534684,3.9775937624099686,2.4204076627518596,4.7,4.350253708975431
Gaya,4.8,4.567443987892646,4.8,3.5497691784272276,2.414464277187984
Chandraprabha Wildlife Sanctuary,2.930821946798412,3.962075800369738,1.0296785315680526,4.7,3.5554693737604506
Valmiki National Park,4.6,4.6,3.139545411896602,4.481683857830682,4.6
Madhubani,2.1692751674761928,4.8,3.8996314616655416,4.8,4.470177647830657
Buxar Fort,2.909953124125649,4.7,3.0934659547849,4.7,4.7
Pawapuri,2.8543096061498527,3.6386426746634752,1.1761612286348844,4.470964838860349,4.6
Bhimbandh Wildlife Sanctuary,4.8,4.482591197082481,2.253874098485767,4.43805764996264,4.8
Kaimur Wildlife Sanctuary,3.3677483304479763,4.098114768323461,1.0587168952885997,4.7,3.6448637412649454
Darbhanga,3.116808283740162,4.2967107060403915,4.6,3.34557057949508,2.83960287749725
Neermahal,1.6027693003069559,2.775558437784209,4.8,2.3040099496721984,0.9671235404927694
Ujjayanta Palace,4.7,4.7,2.643118095128712,4.7,4.975706371126178
Tripura Sundari Temple,4.6,4.6,3.2904889810757885,4.244685852555235,3.552556950877227
Sepahijala Wildlife Sanctuary,4.7,5.1381604086040795,3.965490275527841,4.7,4.7
Jampui Hills,3.9447088359637674,4.8,3.21171349068653,4.575934145949909,3.7977331539815546
Unakoti,4.7,4.133350501678239,1.9342056798073535,4.213952064919496,4.7
Chabimura,1.8031833390798393,2.6966381565487745,0.9914863065804455,3.2113856178911937,1.3795082646004753
Pilak,1.8019087314813687,2.698640990480452,0.9959101330438267,3.2104721700608168,1.3780385756669464
Dumboor Lake,4.7,3.879224085780638,0.6177415415558773,4.356231730743058,4.949573568304653
Kamalasagar,4.6,4.054618435162455,1.095972253781717,3.8785601327467774,3.0400053137095924
Trishna Wildlife Sanctuary,2.7568028414760106,3.78419392187763,1.3283821739388388,4.663892694766168,4.8
Bhubaneswari Temple,1.8882371287785995,4.633395028818372,4.7,4.7,3.5615309629646754
Kunjaban Palace,1.801332371975264,2.7031271747958274,1.0028450283952595,3.211762731152313,1.3840345102518659
Buddha Temple,4.8,4.026406335536597,4.8,3.491158525813586,2.36159258522186
Boxanagar,4.7,4.7,2.7033634934696553,4.7,4.7
Devtamura,3.497522717136728,4.7581863352185305,4.6,4.286475394641648,4.6
Rose Valley Amusement Park,1.7895770160168758,2.6854580701055375,0.9847569691788446,3.2016071013477316,1.355440385659999
Heritage Park,3.2908024405356424,4.221394813096472,1.8500022966761236,4.710371858488774,4.7
Gomati Wildlife Sanctuary,1.8021609099066407,2.6946920118246975,0.9854179003209895,3.2097913644633187,1.369957141262167
Hatakaijao,1.8050230131899807,2.6982212514641546,0.9962812311554322,3.211244326477639,1.3800705780412441
Fulkumari,3.8475266110267143,4.7,2.969160276516233,4.7,3.9091850406490005
Kalapania Nature Park,2.4856285089170127,3.791013306347723,4.6,3.2026686164662626,2.597463679877722
Baramura Eco Park,1.8147895328052668,2.709436416876937,1.0101418016732784,3.2168037295224257,1.3938256354002716
Malancha Niwas,1.801934301548212,2.695441733085611,0.9924623991213732,3.2108065823602465,1.3779056467714326
Udaipur,1.7894941131431386,2.6912710347986213,0.9791668270862643,3.2096909999658014,1.3718289441073737
Mahamuni Pagoda,3.264923008623077,4.8,4.8,4.333802932455228,3.26949888873125
Sukanta Academy,1.4784654541056885,2.8878806777773134,0.4514830395859626,4.514516150146708,4.7
Rasikbil,4.6,4.88379933809736,4.6,4.422032589722283,4.00728777356642
Bhubaneshwari Temple,2.609376790076451,4.980367791224403,4.8,4.8,3.7958381402548556
Birchandra Manu,1.7987073093206447,2.7044115481874567,1.0125214383327044,3.2128144461696544,1.3771947068963004
Cherrapunji,3.0018690575045994,5.265316176845409,4.9,4.9,4.9
Nohkalikai Falls,3.6319270129582084,5.049945249992087,4.8,4.8,5.107978173053827
Living Root Bridges,4.7,4.156794069443363,2.1426457684058615,4.046220782329278,3.2498923994975235
Mawlynnong,1.80144063333714,2.698962561764474,0.9988114425612951,3.2112071355509952,1.3799995058984622
Umiam Lake,3.25995496440017,4.184311561875533,1.4248120577856866,4.8584661364220985,4.7
Shillong Peak,3.0482288045692054,4.098613305682237,1.904592148629844,4.691267167802238,4.9
Elephant Falls,4.8,4.612924840364715,2.532762121392671,4.127975145221097,4.706192456882493
Dawki,1.800730191430534,2.696705856367078,0.9931727042993157,3.2100897758910474,1.3774525895212315
Mawsmai Cave,4.6,4.6,0.7646845802819677,4.861691792041544,4.6
Double Decker Living Root Bridge,4.450841204254044,5.5151134514504525,4.8,5.184013512249336,4.8
Balpakram National Park,4.7,4.7,2.609176871087196,4.474297388715138,4.7
Ward's Lake,3.87726856498309,4.8,3.6493238291933654,4.434624326193507,3.7327131630256396
Don Bosco Museum,4.7,4.136191549408162,2.191270535676201,4.149058027425882,3.4971369585556973
Mawphlang Sacred Forest,1.946680703327897,4.6,4.6,4.122988158383965,1.5652399395197567
Siju Caves,3.270643489072865,4.119845271855697,1.101724994621179,4.8,3.836952162440383
Laitlum Canyons,3.8232166016819407,4.7,3.3592738845214236,4.434417972802957,3.6887138107986663
Nartiang Monoliths,4.8,3.9650658007847834,2.1647430670994012,3.7830614258149224,2.863842663242369
Thangkharang Park,2.9294762474324374,3.9827686601435595,1.2396259644776095,4.7,3.433078064994225
Jakrem Hot Springs,1.785092040825952,2.6899111377205602,0.9908493386165725,3.208112880285804,1.3739650537401629
Mawkdok Dympep Valley,1.789156113534768,2.684297590784682,0.9832147315820972,3.2004143607158744,1.3538151765368793
Shillong Golf Course,4.407080955592326,4.7,4.7,3.5752044475288507,3.4501305671288236
Kyllang Rock,1.8141099594263808,2.7007160351800414,0.9993989681698897,3.2133520455099793,1.384105915466763
Spread Eagle Falls,3.424346097274636,4.7,2.935413043987154,4.7,3.7670694514858543
Nongkhnum Island,4.6,4.320114272704021,1.3231710965013492,4.6,4.6
Bishop Falls,4.5293409145350925,5.498717896219038,4.8,4.8,4.8
Nongriat,3.745877958053286,4.7,3.3108079513173765,4.369575533243916,3.7428259244908872
Mawjymbuin Cave,2.239336287671001,3.629933962759362,0.652570391406363,4.6,3.1482876235823345
Phan Nonglait Park,2.6626806980349946,3.9414039119959217,2.2306799184913944,4.473005628568558,4.8
Sweet Falls,3.7325482293907895,4.295987776748777,2.231023149070264,4.4543163614946915,4.7
Ranikor,4.6,4.6,3.3681239252009867,4.136857761584003,3.3565163795432675
Loktak Lake,4.9,4.487873902371904,1.65792559959042,4.9,4.481201381901873
Kangla Fort,1.7347882924693478,3.5470512840996458,4.8,2.8401868104439068,1.0727011627564336
Keibul Lamjao National Park,2.4504119210858253,3.642954214399934,4.7,2.827263461305155,2.127001768269705
Shirui Kashong Peak,1.8117208458563656,2.7090575149369434,1.0021470849886578,3.221743797367168,1.3936478248688264
Ima Keithel Women's Market,1.805377836362038,2.7004523736101795,0.9985290396963512,3.21454113253821,1.3836136945586748
Shree Govindajee Temple,3.9367267651375277,4.9,2.9164518074167187,4.9,4.320405355345026
Andro,4.8,4.21646416488968,1.4779743350111918,4.8,4.8
Khonghampat Orchidarium,2.429703043459719,5.138106572039524,4.7,4.7,3.5160301512244727
Khongjom War Memorial,4.6,4.6,2.3350352424145027,4.364958129933436,3.3721219721005267
Zoological Garden,3.433871105555271,4.155943055923158,2.1606922859635325,4.4164970333300015,4.8
Singda Dam,1.8042502089246635,2.7014788763050697,0.9933639823865202,3.218126946032562,1.3868791430241905
Sanamahi Temple,1.7969424402378193,2.6989666226538787,0.9958689966412372,3.2142182812508144,1.3775566526467455
Leimapokpam Keirungba Temple,2.9537184900181916,4.083818847918686,1.8366409031016526,4.7,3.555233655137555
Phubala,2.409035609482036,4.6,4.6,4.162114171934225,2.562674151987996
Sambal-Lei-Sekpil Garden,3.1800218041609334,4.167585811295532,1.5590640806323748,4.8,3.6791076468422146
Tharon Cave,1.8074987341737176,2.7028247992403713,1.0007187944002112,3.214524486372149,1.385354396924247
Red Hill - Lokpaching,1.801763295352286,2.6985351474395225,0.9909677539415981,3.2119766918088786,1.3734256598999945
Cheirao Ching,3.733615857096006,4.7,3.155472324377681,4.569017577390334,4.7
Loukoipat Ecological Park,4.8,4.281183725314991,4.8,3.458626923095694,2.1299069808227773
ISKCON Temple,3.7188294670526805,4.6,2.758160556839506,4.544020193093795,3.579989850972618
Manipur State Museum,1.784658402436487,2.6873661395326907,0.9976819880173102,3.2026537632040197,1.368780023997609
Langthabal,4.8,3.6091348461800252,1.3896686186416394,3.9668916894937594,3.5684731121258855
Kangla Museum,1.8590407392113386,3.677412794446226,4.7,3.0035018116846883,1.4796543635639137
